tile_id,image_id,split,tile_path,source_path,x0,y0,tile_size,source_width,source_height,n_boxes,is_negative,boxes_json,true_count_metadata,true_count_boxes,plate_condition
1__x1152_y0768,1,test,tiles/test/1__x1152_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,1152,768,512,2048,2048,0,1,[],0,0,empty
1__x1536_y0768,1,test,tiles/test/1__x1536_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,1536,768,512,2048,2048,0,1,[],0,0,empty
1__x0000_y1152,1,test,tiles/test/1__x0000_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,0,1152,512,2048,2048,0,1,[],0,0,empty
1__x0384_y1152,1,test,tiles/test/1__x0384_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,384,1152,512,2048,2048,0,1,[],0,0,empty
1__x0768_y1152,1,test,tiles/test/1__x0768_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,768,1152,512,2048,2048,0,1,[],0,0,empty
1__x1152_y1152,1,test,tiles/test/1__x1152_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,1152,1152,512,2048,2048,0,1,[],0,0,empty
1__x1536_y1152,1,test,tiles/test/1__x1536_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,1536,1152,512,2048,2048,0,1,[],0,0,empty
1__x0000_y1536,1,test,tiles/test/1__x0000_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,0,1536,512,2048,2048,0,1,[],0,0,empty
1__x0384_y1536,1,test,tiles/test/1__x0384_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,384,1536,512,2048,2048,0,1,[],0,0,empty
1__x0768_y1536,1,test,tiles/test/1__x0768_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,768,1536,512,2048,2048,0,1,[],0,0,empty
1__x1152_y1536,1,test,tiles/test/1__x1152_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,1152,1536,512,2048,2048,0,1,[],0,0,empty
1__x1536_y1536,1,test,tiles/test/1__x1536_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1.png,1536,1536,512,2048,2048,0,1,[],0,0,empty
10__x0768_y0000,10,train,tiles/train/10__x0768_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/10.png,768,0,512,2048,2048,0,1,[],0,0,empty
10__x1536_y1152,10,train,tiles/train/10__x1536_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/10.png,1536,1152,512,2048,2048,0,1,[],0,0,empty
100__x0000_y0768,100,train,tiles/train/100__x0000_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/100.png,0,768,512,2048,2048,0,1,[],0,0,empty
100__x1536_y1536,100,train,tiles/train/100__x1536_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/100.png,1536,1536,512,2048,2048,0,1,[],0,0,empty
1000__x0000_y0000,1000,val,tiles/val/1000__x0000_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,0,0,512,2048,2048,0,1,[],4,0,countable
1000__x0384_y0000,1000,val,tiles/val/1000__x0384_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,384,0,512,2048,2048,0,1,[],4,0,countable
1000__x0768_y0000,1000,val,tiles/val/1000__x0768_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,768,0,512,2048,2048,0,1,[],4,0,countable
1000__x1152_y0000,1000,val,tiles/val/1000__x1152_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1152,0,512,2048,2048,0,1,[],4,0,countable
1000__x1536_y0000,1000,val,tiles/val/1000__x1536_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1536,0,512,2048,2048,0,1,[],4,0,countable
1000__x0000_y0384,1000,val,tiles/val/1000__x0000_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,0,384,512,2048,2048,0,1,[],4,0,countable
1000__x0384_y0384,1000,val,tiles/val/1000__x0384_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,384,384,512,2048,2048,0,1,[],4,0,countable
1000__x0768_y0384,1000,val,tiles/val/1000__x0768_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,768,384,512,2048,2048,0,1,[],4,0,countable
1000__x1152_y0384,1000,val,tiles/val/1000__x1152_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1152,384,512,2048,2048,0,1,[],4,0,countable
1000__x1536_y0384,1000,val,tiles/val/1000__x1536_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1536,384,512,2048,2048,0,1,[],4,0,countable
1000__x0000_y0768,1000,val,tiles/val/1000__x0000_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,0,768,512,2048,2048,0,1,[],4,0,countable
1000__x0384_y0768,1000,val,tiles/val/1000__x0384_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,384,768,512,2048,2048,0,1,[],4,0,countable
1000__x0768_y0768,1000,val,tiles/val/1000__x0768_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,768,768,512,2048,2048,0,1,[],4,0,countable
1000__x1152_y0768,1000,val,tiles/val/1000__x1152_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1152,768,512,2048,2048,0,1,[],4,0,countable
1000__x1536_y0768,1000,val,tiles/val/1000__x1536_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1536,768,512,2048,2048,0,1,[],4,0,countable
1000__x0000_y1152,1000,val,tiles/val/1000__x0000_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,0,1152,512,2048,2048,0,1,[],4,0,countable
1000__x0384_y1152,1000,val,tiles/val/1000__x0384_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,384,1152,512,2048,2048,0,1,[],4,0,countable
1000__x0768_y1152,1000,val,tiles/val/1000__x0768_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,768,1152,512,2048,2048,0,1,[],4,0,countable
1000__x1152_y1152,1000,val,tiles/val/1000__x1152_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1152,1152,512,2048,2048,0,1,[],4,0,countable
1000__x1536_y1152,1000,val,tiles/val/1000__x1536_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1536,1152,512,2048,2048,0,1,[],4,0,countable
1000__x0000_y1536,1000,val,tiles/val/1000__x0000_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,0,1536,512,2048,2048,0,1,[],4,0,countable
1000__x0384_y1536,1000,val,tiles/val/1000__x0384_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,384,1536,512,2048,2048,0,1,[],4,0,countable
1000__x0768_y1536,1000,val,tiles/val/1000__x0768_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,768,1536,512,2048,2048,0,1,[],4,0,countable
1000__x1152_y1536,1000,val,tiles/val/1000__x1152_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1152,1536,512,2048,2048,0,1,[],4,0,countable
1000__x1536_y1536,1000,val,tiles/val/1000__x1536_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1000.png,1536,1536,512,2048,2048,0,1,[],4,0,countable
1001__x0768_y1152,1001,train,tiles/train/1001__x0768_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1001.png,768,1152,512,2048,2048,0,1,[],3,0,countable
1001__x0768_y0000,1001,train,tiles/train/1001__x0768_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1001.png,768,0,512,2048,2048,0,1,[],3,0,countable
1002__x0768_y0000,1002,train,tiles/train/1002__x0768_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,768,0,512,2048,2048,0,1,[],151,0,countable
1002__x1152_y0768,1002,train,tiles/train/1002__x1152_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,1152,768,512,2048,2048,0,1,[],151,0,countable
1003__x0000_y0000,1003,test,tiles/test/1003__x0000_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,0,0,512,2048,2048,0,1,[],2,0,countable
1003__x0384_y0000,1003,test,tiles/test/1003__x0384_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,384,0,512,2048,2048,0,1,[],2,0,countable
1003__x0768_y0000,1003,test,tiles/test/1003__x0768_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,768,0,512,2048,2048,0,1,[],2,0,countable
1003__x1152_y0000,1003,test,tiles/test/1003__x1152_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1152,0,512,2048,2048,0,1,[],2,0,countable
1003__x1536_y0000,1003,test,tiles/test/1003__x1536_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1536,0,512,2048,2048,0,1,[],2,0,countable
1003__x0000_y0384,1003,test,tiles/test/1003__x0000_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,0,384,512,2048,2048,0,1,[],2,0,countable
1003__x0384_y0384,1003,test,tiles/test/1003__x0384_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,384,384,512,2048,2048,0,1,[],2,0,countable
1003__x0768_y0384,1003,test,tiles/test/1003__x0768_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,768,384,512,2048,2048,0,1,[],2,0,countable
1003__x1152_y0384,1003,test,tiles/test/1003__x1152_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1152,384,512,2048,2048,0,1,[],2,0,countable
1003__x1536_y0384,1003,test,tiles/test/1003__x1536_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1536,384,512,2048,2048,0,1,[],2,0,countable
1003__x0000_y0768,1003,test,tiles/test/1003__x0000_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,0,768,512,2048,2048,0,1,[],2,0,countable
1003__x0384_y0768,1003,test,tiles/test/1003__x0384_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,384,768,512,2048,2048,0,1,[],2,0,countable
1003__x0768_y0768,1003,test,tiles/test/1003__x0768_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,768,768,512,2048,2048,0,1,[],2,0,countable
1003__x1152_y0768,1003,test,tiles/test/1003__x1152_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1152,768,512,2048,2048,0,1,[],2,0,countable
1003__x1536_y0768,1003,test,tiles/test/1003__x1536_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1536,768,512,2048,2048,0,1,[],2,0,countable
1003__x0000_y1152,1003,test,tiles/test/1003__x0000_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,0,1152,512,2048,2048,0,1,[],2,0,countable
1003__x0384_y1152,1003,test,tiles/test/1003__x0384_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,384,1152,512,2048,2048,0,1,[],2,0,countable
1003__x0768_y1152,1003,test,tiles/test/1003__x0768_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,768,1152,512,2048,2048,0,1,[],2,0,countable
1003__x1152_y1152,1003,test,tiles/test/1003__x1152_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1152,1152,512,2048,2048,0,1,[],2,0,countable
1003__x1536_y1152,1003,test,tiles/test/1003__x1536_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1536,1152,512,2048,2048,0,1,[],2,0,countable
1003__x0000_y1536,1003,test,tiles/test/1003__x0000_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,0,1536,512,2048,2048,0,1,[],2,0,countable
1003__x0384_y1536,1003,test,tiles/test/1003__x0384_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,384,1536,512,2048,2048,0,1,[],2,0,countable
1003__x0768_y1536,1003,test,tiles/test/1003__x0768_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,768,1536,512,2048,2048,0,1,[],2,0,countable
1003__x1152_y1536,1003,test,tiles/test/1003__x1152_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1152,1536,512,2048,2048,0,1,[],2,0,countable
1003__x1536_y1536,1003,test,tiles/test/1003__x1536_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1003.png,1536,1536,512,2048,2048,0,1,[],2,0,countable
1004__x0768_y1152,1004,train,tiles/train/1004__x0768_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1004.png,768,1152,512,2048,2048,0,1,[],1,0,countable
1004__x1536_y1152,1004,train,tiles/train/1004__x1536_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1004.png,1536,1152,512,2048,2048,0,1,[],1,0,countable
1005__x0768_y0768,1005,train,tiles/train/1005__x0768_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1005.png,768,768,512,2048,2048,0,1,[],73,0,countable
1005__x1152_y1152,1005,train,tiles/train/1005__x1152_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1005.png,1152,1152,512,2048,2048,0,1,[],73,0,countable
1006__x0000_y1536,1006,train,tiles/train/1006__x0000_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1006.png,0,1536,512,2048,2048,0,1,[],4,0,countable
1006__x0384_y0768,1006,train,tiles/train/1006__x0384_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1006.png,384,768,512,2048,2048,0,1,[],4,0,countable
1007__x1152_y0384,1007,train,tiles/train/1007__x1152_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1007.png,1152,384,512,2048,2048,0,1,[],6,0,countable
1007__x1536_y0000,1007,train,tiles/train/1007__x1536_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1007.png,1536,0,512,2048,2048,0,1,[],6,0,countable
1008__x0000_y0000,1008,test,tiles/test/1008__x0000_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,0,0,512,2048,2048,0,1,[],102,0,countable
1008__x0384_y0000,1008,test,tiles/test/1008__x0384_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,384,0,512,2048,2048,0,1,[],102,0,countable
1008__x0768_y0000,1008,test,tiles/test/1008__x0768_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,768,0,512,2048,2048,0,1,[],102,0,countable
1008__x1152_y0000,1008,test,tiles/test/1008__x1152_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1152,0,512,2048,2048,0,1,[],102,0,countable
1008__x1536_y0000,1008,test,tiles/test/1008__x1536_y0000.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1536,0,512,2048,2048,0,1,[],102,0,countable
1008__x0000_y0384,1008,test,tiles/test/1008__x0000_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,0,384,512,2048,2048,0,1,[],102,0,countable
1008__x0384_y0384,1008,test,tiles/test/1008__x0384_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,384,384,512,2048,2048,0,1,[],102,0,countable
1008__x0768_y0384,1008,test,tiles/test/1008__x0768_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,768,384,512,2048,2048,0,1,[],102,0,countable
1008__x1152_y0384,1008,test,tiles/test/1008__x1152_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1152,384,512,2048,2048,0,1,[],102,0,countable
1008__x1536_y0384,1008,test,tiles/test/1008__x1536_y0384.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1536,384,512,2048,2048,0,1,[],102,0,countable
1008__x0000_y0768,1008,test,tiles/test/1008__x0000_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,0,768,512,2048,2048,0,1,[],102,0,countable
1008__x0384_y0768,1008,test,tiles/test/1008__x0384_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,384,768,512,2048,2048,0,1,[],102,0,countable
1008__x0768_y0768,1008,test,tiles/test/1008__x0768_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,768,768,512,2048,2048,0,1,[],102,0,countable
1008__x1152_y0768,1008,test,tiles/test/1008__x1152_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1152,768,512,2048,2048,0,1,[],102,0,countable
1008__x1536_y0768,1008,test,tiles/test/1008__x1536_y0768.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1536,768,512,2048,2048,0,1,[],102,0,countable
1008__x0000_y1152,1008,test,tiles/test/1008__x0000_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,0,1152,512,2048,2048,0,1,[],102,0,countable
1008__x0384_y1152,1008,test,tiles/test/1008__x0384_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,384,1152,512,2048,2048,0,1,[],102,0,countable
1008__x0768_y1152,1008,test,tiles/test/1008__x0768_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,768,1152,512,2048,2048,0,1,[],102,0,countable
1008__x1152_y1152,1008,test,tiles/test/1008__x1152_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1152,1152,512,2048,2048,0,1,[],102,0,countable
1008__x1536_y1152,1008,test,tiles/test/1008__x1536_y1152.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,1536,1152,512,2048,2048,0,1,[],102,0,countable
1008__x0000_y1536,1008,test,tiles/test/1008__x0000_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,0,1536,512,2048,2048,0,1,[],102,0,countable
1008__x0384_y1536,1008,test,tiles/test/1008__x0384_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,384,1536,512,2048,2048,0,1,[],102,0,countable
1008__x0768_y1536,1008,test,tiles/test/1008__x0768_y1536.jpg,/Users/ameliacitra/Documents/AI-ML/Bacteria-2/preprocessed_intensity_sigma040/local_flatfield/bright/1008.png,768,1536,512,2048,2048,0,1,[],102,0,countable
